disease	drug	proximity	pval	similarity	adjusted_similarity
Multiple Myeloma	tromethamine	1.2	0.0178774581976478	0.7	0.254643125457722
Multiple Myeloma	trovafloxacin	0	0.00495439390502485	1	0.99876963137617
Multiple Myeloma	tuberculin purified protein derivative	0	0.00652022928240182	1	0.99876963137617
Multiple Myeloma	turoctocog alfa	0.666666666666667	0.00270002042034289	0.833333333333333	0.564472385369498
Multiple Myeloma	turoctocog alfa pegol	0.666666666666667	0.00210531368559845	0.833333333333333	0.564472385369498
Multiple Myeloma	udenafil	1	0.0341759911353456	0.75	0.360314342149885
Multiple Myeloma	upadacitinib	0	0.00674400684144831	1	0.99876963137617
Multiple Myeloma	urokinase	0.8	0.000171945841304031	0.8	0.976900374093922
Multiple Myeloma	ustekinumab	0.5	6.99891602842079e-07	0.875	0.992252128169256
Multiple Myeloma	valrubicin	0	0.0089291314988845	1	0.99876963137617
Multiple Myeloma	velaglucerase alfa	0	0.00822064072046405	1	0.99876963137617
Multiple Myeloma	vemurafenib	0	0.00099627191927855	1	0.87280601088719
Multiple Myeloma	vitamin d	0.5	0.00292734376276289	0.875	0.66284533862856
Multiple Myeloma	vitamin e	1	0.00703540017105641	0.75	0.952840305984318
Multiple Myeloma	von willebrand factor human	0.5	0.0120484323123651	0.875	0.66284533862856
Multiple Myeloma	vonicog alfa	0.5	0.00769666463918075	0.875	0.66284533862856
Multiple Myeloma	warfarin	0.5	0.0259392484034355	0.875	0.66284533862856
Multiple Myeloma	ximelagatran	0	0.00471639926446519	1	0.99876963137617
Multiple Myeloma	zanubrutinib	0.866666666666667	0.0274026250424168	0.783333333333333	0.440122049772769
Multiple Myeloma	zidovudine	0	0.000509397745594122	1	0.99876963137617
Multiple Myeloma	zinc	1.29565217391304	0.00273371133317873	0.67608695652174	0.211963468392118
Multiple Myeloma	zinc acetate	1.29565217391304	0.00965792113055679	0.67608695652174	0.211963468392118
Multiple Myeloma	zinc chloride	1.29565217391304	0.00696851212921295	0.67608695652174	0.211963468392118
Multiple Myeloma	zoledronic acid	1	0.0169670876471517	0.75	0.360314342149885
